Category code;Overture Taxonomy;Meta Taxonomy;MSFT Taxonomy
axe_throwing;[attractions_and_activities,axe_throwing];[not_available];[Attractions & activities|Axe throwing]
backpacking_area;[attractions_and_activities,backpacking_area];[not_available];[Attractions & activities|Backpacking area]
beach;[attractions_and_activities,beach];[beach,geography_general,outdoor_places,super_non_businessplace];[Attractions & activities|Beach]
beach_combing_area;[attractions_and_activities,beach_combing_area];[not_available];[Attractions & activities|Beach combing area]
boat_rental_and_training;[attractions_and_activities,boat_rental_and_training];"[boat_rental,rental_shop,travel_transportation,super_business];[boat_sailing_instructor,sports_instruction,topic_sports_recreation,super_business]";"[Attractions & activities|Boat rental & training];[Active life|Boat hire service]"
boating_places;[attractions_and_activities,boating_places];[not_available];[Attractions & activities|Boating places]
bobsledding_field;[attractions_and_activities,bobsledding_field];[not_available];[Attractions & activities|Bobsledding field]
botanical_garden;[attractions_and_activities,botanical_garden];[botanical_garden,public_garden,outdoor_places,super_non_businessplace];[Attractions & activities|Botanical garden]
bungee_jumping_center;[attractions_and_activities,bungee_jumping_center];[not_available];[Attractions & activities|Bungee jumping center]
canyon;[attractions_and_activities,canyon];[not_available];[Attractions & activities|Canyon]
castle;[attractions_and_activities,castle];[castle,residence_other,super_non_businessplace];[Attractions & activities|Castle]
cave;[attractions_and_activities,cave];[cave,geography_general,outdoor_places,super_non_businessplace];[Attractions & activities|Cave]
challenge_courses_center;[attractions_and_activities,challenge_courses_center];[not_available];[Attractions & activities|Challenge courses center]
cliff_jumping_center;[attractions_and_activities,cliff_jumping_center];[not_available];[Attractions & activities|Cliff jumping center]
climbing_service;[attractions_and_activities,climbing_service];[not_available];[Attractions & activities|Climbing service]
crater;[attractions_and_activities,crater];[not_available];[Attractions & activities|Crater]
cultural_center;[attractions_and_activities,cultural_center];[cultural_center,public_services_government,super_business];[Attractions & activities|Cultural center]
fishing_charter;[attractions_and_activities,fishing_charter];[fishing_charter,transportation_service,travel_transportation,super_business];[Attractions & activities|Fishing charter]
flyboarding_rental;[attractions_and_activities,flyboarding_rental];[not_available];[Attractions & activities|Flyboarding rental]
fort;[attractions_and_activities,fort];[fort,residence_other,super_non_businessplace];[Attractions & activities|Fort]
fountain;[attractions_and_activities,fountain];[statue_fountain,topic_landmark,super_non_businessplace];[Attractions & activities|Fountain]
go_kart_track;[attractions_and_activities,go_kart_track];[not_available];[Attractions & activities|Go kart track]
haunted_house;[attractions_and_activities,haunted_house];[haunted_houses,topic_arts_entertainment,super_business];[Attractions & activities|Haunted house]
high_gliding_center;[attractions_and_activities,high_gliding_center];[not_available];[Attractions & activities|High gliding center]
horseback_riding_service;[attractions_and_activities,horseback_riding_service];[horseback_riding_service,recreation_fitness_venue,topic_sports_recreation,super_business];[Attractions & activities|Horseback riding service]
hot_air_balloons_tour;[attractions_and_activities,hot_air_balloons_tour];[hot_air_balloons,topic_tours_sightseeing,travel_company,travel_transportation,super_business];[Attractions & activities|Hot air balloons tour]
hot_springs;[attractions_and_activities,hot_springs];[not_available];[Attractions & activities|Hot springs]
jet_skis_rental;[attractions_and_activities,jet_skis_rental];[jet_ski_rental,rental_shop,travel_transportation,super_business];[Attractions & activities|Jet skis rental]
kiteboarding_instruction;[attractions_and_activities,kiteboarding_instruction];[not_available];[Attractions & activities|Kiteboarding instruction]
lake;[attractions_and_activities,lake];[topic_lake,geography_general,outdoor_places,super_non_businessplace];[Attractions & activities|Lake]
landmark_and_historical_building;[attractions_and_activities,landmark_and_historical_building];"[topic_landmark,super_non_businessplace];[stately_home,residence_other,super_non_businessplace];[apartment_condo_building,residence_other,super_non_businessplace]";[Attractions & activities|Landmark & historical building]
lighthouse;[attractions_and_activities,lighthouse];[lighthouse,city_infrastructure,super_non_businessplace];[Attractions & activities|Lighthouse]
lookout;[attractions_and_activities,lookout];[not_available];[Attractions & activities|Lookout]
marina;[attractions_and_activities,marina];[marina,city_infrastructure,super_non_businessplace];[Attractions & activities|Marina]
monument;[attractions_and_activities,monument];[monument,topic_landmark,super_non_businessplace];[Attractions & activities|Monument]
mountain_bike_parks;[attractions_and_activities,mountain_bike_parks];[not_available];[Attractions & activities|Mountain bike parks]
observatory;[attractions_and_activities,observatory];[observatory,science_museum,topic_museum,topic_arts_entertainment,super_business];[Attractions & activities|Observatory]
paddleboard_rental;[attractions_and_activities,paddleboard_rental];[not_available];[Attractions & activities|Paddleboard rental]
palace;[attractions_and_activities,palace];[palace,residence_other,super_non_businessplace];[Attractions & activities|Palace]
parasailing_ride_service;[attractions_and_activities,parasailing_ride_service];[not_available];[Attractions & activities|Parasailing ride service]
plaza;[attractions_and_activities,plaza];[not_available];[Attractions & activities|Plaza]
rafting_kayaking_area;[attractions_and_activities,rafting_kayaking_area];[not_available];[Attractions & activities|Rafting/Kayaking area]
rock_climbing_spot;[attractions_and_activities,rock_climbing_spot];"[rock_climbing,recreation_fitness_venue,topic_sports_recreation,super_business];[rock_climbing_spot,recreation_spot,outdoor_places,super_non_businessplace]";[not_available]
ruin;[attractions_and_activities,ruin];[not_available];[Attractions & activities|Ruin]
sailing_area;[attractions_and_activities,sailing_area];[not_available];[Attractions & activities|Sailing area]
sand_dune;[attractions_and_activities,sand_dune];[not_available];[Attractions & activities|Sand dune]
scavenger_hunts_provider;[attractions_and_activities,scavenger_hunts_provider];[not_available];[Attractions & activities|Scavenger hunts provider]
sculpture_statue;[attractions_and_activities,sculpture_statue];[sculpture_garden,public_garden,outdoor_places,super_non_businessplace];[Attractions & activities|Sculpture/Statue]
ski_area;[attractions_and_activities,ski_area];[not_available];[Attractions & activities|Ski area]
skyline;[attractions_and_activities,skyline];[not_available];[Attractions & activities|Skyline]
sledding_rental;[attractions_and_activities,sledding_rental];[not_available];[Attractions & activities|Sledding rental]
snorkeling_equipment_rental;[attractions_and_activities,snorkeling_equipment_rental];[not_available];[Attractions & activities|Snorkeling equipment rental]
snorkeling;[attractions_and_activities,snorkeling];[snorkeling_spot,recreation_spot,outdoor_places,super_non_businessplace];[Attractions & activities|Snorkeling tours]
snowboarding_center;[attractions_and_activities,snowboarding_center];[not_available];[Attractions & activities|Snowboarding center]
stargazing_area;[attractions_and_activities,stargazing_area];[not_available];[Attractions & activities|Stargazing area]
street_art;[attractions_and_activities,street_art];[not_available];[Attractions & activities|Street art]
trail;[attractions_and_activities,trail];[not_available];[Attractions & activities|Trail]
hiking_trail;[attractions_and_activities,trail,hiking_trail];[hiking_trail,recreation_spot,outdoor_places,super_non_businessplace];[Attractions & activities|Hiking area]
mountain_bike_trails;[attractions_and_activities,trail,mountain_biking_trails];[bike_trail,recreation_spot,outdoor_places,super_non_businessplace];[Active life|Mountain bike trails]
waterfall;[attractions_and_activities,waterfall];[waterfall,geography_general,outdoor_places,super_non_businessplace];[Attractions & activities|Waterfall]
surfing;[attractions_and_activities,surfing];[surfing_spot,recreation_spot,outdoor_places,super_non_businessplace];[not_available]
surfboard_rental;[attractions_and_activities,surfing,surfboard_rental];[not_available];[Attractions & activities|Surfboard rental]
windsurfing_center;[attractions_and_activities,surfing,windsurfing_center];[not_available];[Attractions & activities|Windsurfing center]
ziplining_center;[attractions_and_activities,ziplining_center];[not_available];[Attractions & activities|Ziplining center]
zoo;[attractions_and_activities,zoo];[zoo,topic_arts_entertainment,super_business];[Attractions & activities|Zoo]
petting_zoo;[attractions_and_activities,zoo,petting_zoo];[petting_zoo,zoo,topic_arts_entertainment,super_business];[Attractions & activities|Zoo|Petting zoo]
museum;[attractions_and_activities,museum];[topic_museum,topic_arts_entertainment,super_business];[Attractions & activities|Museum]
art_museum;[attractions_and_activities,museum,art_museum];[art_museum,topic_museum,topic_arts_entertainment,super_business];[Attractions & activities|Museum|Art museum]
asian_art_museum;[attractions_and_activities,museum,art_museum,asian_art_museum];[asian_art_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
cartooning_museum;[attractions_and_activities,museum,art_museum,cartooning_museum];[cartooning_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
contemporary_art_museum;[attractions_and_activities,museum,art_museum,contemporary_art_museum];[contemporary_art_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
children's_museum;[attractions_and_activities,museum,children's_museum];[childrens_museum,topic_museum,topic_arts_entertainment,super_business];[Attractions & activities|Museum|Children's museum]
costume_museum;[attractions_and_activities,museum,art_museum,costume_museum];[costume_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
decorative_arts_museum;[attractions_and_activities,museum,art_museum,decorative_arts_museum];[decorative_arts_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
design_museum;[attractions_and_activities,museum,art_museum,design_museum];[design_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
modern_art_museum;[attractions_and_activities,museum,art_museum,modern_art_museum];[modern_art_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
photography_museum;[attractions_and_activities,museum,art_museum,photography_museum];[photography_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
textile_museum;[attractions_and_activities,museum,art_museum,textile_museum];[textile_museum,art_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
history_museum;[attractions_and_activities,museum,history_museum];[history_museum,topic_museum,topic_arts_entertainment,super_business];[Attractions & activities|Museum|History museum]
civilization_museum;[attractions_and_activities,museum,history_museum,civilization_museum];[civilization_museum,history_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
community_museum;[attractions_and_activities,museum,history_museum,community_museum];[community_museum,history_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
military_museum;[attractions_and_activities,museum,military_museum];[not_available];[Attractions & activities|Museum|Military museum]
national_museum;[attractions_and_activities,museum,national_museum];[not_available];[Attractions & activities|Museum|National museum]
science_museum;[attractions_and_activities,museum,science_museum];[science_museum,topic_museum,topic_arts_entertainment,super_business];[Attractions & activities|Museum|Science museum]
computer_museum;[attractions_and_activities,museum,science_museum,computer_museum];[computer_museum,science_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
state_museum;[attractions_and_activities,museum,state_museum];[not_available];[Attractions & activities|Museum|State museum]
aviation_museum;[attractions_and_activities,museum,aviation_museum];[aviation_museum,topic_museum,topic_arts_entertainment,super_business];[not_available]
